ID,user_id,user_tag,t_sentiment,t_stance,text
683381141223636992,562418670,FordySpurs,neutral,other,"Martin Ford su Twitter: ""@Polly_Politics @Lou_i5e Bit by bit the EU are pulling this country apart!!! #Brexit is the only way out!!!!!"""
683381151503876096,18331491,taswoldCookie,positive,leave,"Captain, my Captain su Twitter: ""@rdrake98 @LouiseMensch Yes Time to go. Bysie Bye. #brexit"""
683381249373802496,2577144030,shoutinghorse,negative,leave,"matt 🇬🇧 👌🏻 su Twitter: ""More scaremongering BS from the pro EU gang, expect more of this crap in coming months. #Brexit #LeaveEU #UKIP  https://t.co/vxubERRx9O"""
683381831291547648,28779088,,neutral,leave,
683382282036588544,2378742140,,neutral,other,
683397871031463936,396095407,andy_Brexit,neutral,leave,"Prof Andy independence and free trading country su Twitter: ""Absolutely. Only way forward https://t.co/KaYf8ElNei"""
683382932048867328,2507218357,kurdo722,positive,other,"Kakon Koye su Twitter: ""#Corbyn #Labour Turkey Erdogan says 'I want to be like Adolf Hitler.' Not a joke, not a parody. EU candidate https://t.co/wa9e8c4h6O #Brexit"""
683398235453526016,3852809548,,neutral,other,
683383370483654656,160122131,Mines_a_pint,neutral,other,"John Youles - Make England Great Again! #MEGA su Twitter: ""@CBItweets @RiversJon @SkyNews @MarkKleinmanSky But a reformed EU is not on offer - it's either an unreformed EU, or #Brexit"""
683383698071379968,928120560,,neutral,other,
683383748210114560,612560364,,neutral,other,
683384248619896832,3717265696,CallousGit,negative,leave,". su Twitter: ""@Nigel_Farage @Telegraph Just get us the fuck out of the #EU asap... 😠😬 #Brexit for all our sakes... #UK #border & #immigration controls. 😊"""
683399799803109376,3145601770,account,positive,other,
683384858438156288,3076621,rdrake98,positive,leave,"(((Richard Drake))) su Twitter: ""To me it's question of how we can do most good in the world. #Brexit will allow far more freedom of action for that @robggill @LouiseMensch"""
683385631473594368,56973944,peter_woods,neutral,other,"L’Pool su Twitter: ""https://t.co/WlqTL6d3dX via leaveeuofficial | it's a must read #LeaveEU #Brexit #UKIP #nigelfarage"""
683401395920306176,418056061,,positive,other,
683386340910723072,490665699,,positive,other,
683387016155889664,948314394,,negative,leave,
683387403457966080,56973944,peter_woods,neutral,leave,"L’Pool su Twitter: ""Get Involved - Leave.eu. | #LeaveEU #Brexit #UKIP  https://t.co/S4VYe3RVvI"""
683403006491103232,853164306,,neutral,remain,
683403046064386048,525910396,656888813,neutral,remain,"claire michaud su Twitter: ""Le Brexit au centre des vœux de Cameron pour 2016 https://t.co/ry1tpPIC4I"""
683389127690162176,570693830,RuthRobinsonLon,neutral,leave,"Ruth Robinson su Twitter: ""#1916 -
Are we actually independent ? @EndaKennyTD ? It's now or never #Brexit gracefully"""
683404545423216640,3871146981,,neutral,remain,
683389725172961280,297286429,lasancmt,positive,other,"🕷️ Eurotrash🇪🇺Lasance 🕷️ su Twitter: ""@LeaveEUOfficial funny how the previous tweet made that contribution just 97 billion, but hey, what's a few billion between #brexit idiots?"""
683404923883622400,16295181,paddoconnell,neutral,leave,"EncourageChange su Twitter: ""Brexit: a referendum on Ireland’s future https://t.co/sskojtlWTW via @IrishTimes"""
683390287587102720,3293819495,account,negative,leave,
683405622549856256,42934869,account,negative,other,
683390665795985408,56973944,,positive,leave,
683390875712487424,371932423,account,positive,leave,
683390984256905216,17665641,,neutral,other,
683407792863055872,42934869,freddygilbs,positive,remain,"Peter Freddy Gilbey🏴󠁧󠁢󠁷󠁬󠁳󠁿 su Twitter: ""@ScienceBritain but the uncertainty lies in the unknown of what a post brexit relationship would look like"""
683408760417693696,28343777,,positive,leave,
683394127342481408,131326812,account,positive,leave,
683395116678135808,297286429,05741lkta,negative,other,"05741lkta su Twitter: ""Get Weather Updates from The Weather Channel. 16:11:06"""
683410646269071360,79245141,M3tAt3M,positive,remain,"❤ Ours is the triumph  ❤ su Twitter: ""The announcement of the ""brexit referendum"" was very profitable for me though , I shorted the British pound for two weeks, earned off it"""
683395556769595392,22190373,account,positive,other,
683411096749928448,258768180,,neutral,leave,
683411368633065472,395642139,Sapere_vivere,positive,other,"Bruce Lawson su Twitter: ""@pperrin @Arron_banks a rubbish piece by the Express. Check out Harry Dent's track record. I'm for Brexit but  is this the best you've got?"""
683412416240218112,33851953,,negative,other,
683397571088351232,3315887015,FogInTheChannel,negative,remain,"Fog on the Rhine su Twitter: ""@PeteNorth303 Unbelievable. If @Arron_banks wants to make #Brexit a reality he'll have to recognise crass and asinine tweets as such, pronto"""
683397946084339712,297286429,lasancmt,positive,other,"🕷️ Eurotrash🇪🇺Lasance 🕷️ su Twitter: ""@heatherm999 did you know that Financial Regulation coming out of Whitehall offten exceeds EU directives? It's called Gold plating.
#brexit"""
683398100778631168,505561503,GerardAMorrow,neutral,leave,"Gerry Morrow su Twitter: ""@polemicablog @rdrake98 @LouiseMensch  ""It’ll only affect a vote if it’s part of a deliberately disingenuous #Brexit campaign"". Apologies."""
683398879748976640,359575604,account,neutral,other,
683414012051210240,2729662144,,positive,remain,
683399006190460928,297286429,,negative,other,
683399529316663296,359575604,account,neutral,other,
683415671607275520,2301916261,robittybobnob,neutral,other,"Rob Boston su Twitter: ""@PeteNorth303 @eureferendum Brexit needs a broad front. Banks will connect with many, North likewise."""
683415850360111104,3114270604,,positive,other,
683415919712944128,338310547,,positive,other,
683416217604997120,338310547,1959lofty,positive,other,"Martin Loftus su Twitter: ""@sametoyoutoo @MrBrexit @2tweetaboutit Nigel has a HUGE role to play but can't deny he's marmite and loathed by some who still want brexit"""
683401170581348352,310643025,johnmknox,negative,leave,"John M Knox ➡️ su Twitter: ""The EU is to Blame for Britain's Flood Disaster #LeaveEU #VoteLeave #Brexit https://t.co/9W9OOPJK07 https://t.co/j5rMrTHrZJ"""
683416891939930112,1344063414,,neutral,other,
683402565707497472,43713337,,negative,leave,
683418680592568320,2334732225,StevePeers,neutral,other,"Steve Peers su Twitter: ""That half-naked lady kicking butt for #Brexit is in fact an *American* athlete, Holly Holm: https://t.co/MVZRfpCFHa https://t.co/bIMmTkTuXZ"""
683419673782824960,2738155487,,neutral,other,
683419700219506688,2301916261,katerinameze,negative,remain,"ZΕΜΕ su Twitter: ""Μη τα πολυλογω δουλευω ολη μερα"""
683419809867022336,396095407,andy_Brexit,negative,remain,"Prof Andy independence and free trading country su Twitter: ""This paper is about rats with head injuries! How is this related to people with or without chronic disease. https://t.co/lpDT4oF6rO"""
683405120466489344,262796796,donnchanuig,neutral,leave,"Donncha O'Connell su Twitter: ""@ruadhanit on #Brexit: a referendum on Ireland’s future https://t.co/ZogkPRCQod via @IrishTimes"""
683420790902124544,396095407,andy_Brexit,negative,other,"Prof Andy independence and free trading country su Twitter: ""Some of the pay and pay rises in #NHS senior management is outrageous https://t.co/KWCe5paD6h"""
683420835110072320,845291736,BrIreCham,neutral,other,"British Irish Chamber su Twitter: ""Hmmm ...Brexit: a referendum on Ireland’s future
via The Irish Times
https://t.co/WVqQgsB9WK https://t.co/4JcF0SH3eh"""
683420862804983808,2163617870,,negative,remain,
683420867359936512,2660269490,Frankiie_tavera,negative,remain,"FRANKIE TAVERAS su Twitter: ""Los retos a los que se enfrenta la UE: la amenaza yihadista, la crisis de refugiados y el 'brexit: Encontrar l... https://t.co/XKFZ6m6BzI"""
683420867032829952,1558604186,The_makey04,negative,remain,"☂ DJ MAKEY  ☂ su Twitter: ""Los retos a los que se enfrenta la UE: la amenaza yihadista, la crisis de refugiados y el 'brexit: Encontrar la fórmula para garantiz..."""
683420875945713664,2612190475,,negative,remain,
683420875928895488,2532883753,,negative,remain,
683420875920551936,2612833044,firdausal858,negative,remain,"firdaus al su Twitter: ""Barcelona gagal mendapatkan tiga poin penuh saat melawan Espanyol. Bermain di Estadi Cornell-El Pra, Lionel Me... https://t.co/DxhclwSKYD"""
683420875920543744,2612843766,nylapohigymu,negative,remain,"Hadarezer Bromby su Twitter: ""https://t.co/fFhFuAoHC8 https://t.co/vIPlOeBz8V https://t.co/6dgOXPpofU https://t.co/V9ws4lDXaS..."""
683420893398212608,2403269531,,negative,remain,
683420896145489920,2354515155,hernan_tere1,negative,remain,"Teresa Hernan su Twitter: ""Los retos a los que se enfrenta la UE: la amenaza yihadista, la crisis de refugiados y el 'brexit: Encontrar l... https://t.co/JMNV5j5wDJ"""
683420917205106688,3386266937,,negative,remain,
683421152329502720,1163007295,AIngenrieth,neutral,remain,"Anja Ingenrieth su Twitter: ""EU-Schicksalswahl: 2016 - das Jahr des drohenden Brexit https://t.co/ibnxuxyovv via SPIEGELONLINE"""
683406979289722880,2201377687,account,negative,leave,
683422262922481664,3198974697,jmlawsouth,negative,other,"John Law su Twitter: ""Is @NIAbbot drunk tonight? If not have him listen to Prof Minford at UK Parliament on why vote BREXIT https://t.co/qmwkXLIPwH @lbc"""
683407411839909888,2285631986,BrexitMania,neutral,other,"Gavin Hardy su Twitter: ""Listen up all you Eurosceptics. The lady who told you about Dave's penchant for pork now says ""wake up"".
#Brexit 

https://t.co/Aw4nnFAS85"""
683423948407701504,356330288,christinejacks2,neutral,other,"christine gunn jacks su Twitter: ""Taxpayers fund team to work on Britain's EU presidency - which could happen AFTER Brexit https://t.co/UI6DzRrJjR"""
683409026089152512,4580223035,Harvey72Jon,negative,remain,"Jon Micken su Twitter: ""You want this in the UK? Stay in.

NO? VOTE OUT #Brexit GET OUT OF THE EU LUNATIC ASYLUM! https://t.co/VWZ1qqH9Ak"""
683409471805218816,274405751,US_of_Europe,positive,leave,"Ken Jack su Twitter: ""Thriller ""United States of Europe""-  only £1.99! https://t.co/HZeq796o8Y #books #ukineu #Eu #yestoeu #euro #kindle #euref #amazon #brexit"""
683424997885386752,1558604186,The_makey04,negative,remain,"☂ DJ MAKEY  ☂ su Twitter: ""Los retos a los que se enfrenta la UE: la amenaza yihadista, la crisis de refugiados y el brexit: Encontrar la fórmula para garantiza..."""
683425012267659264,4144260257,Wichox5,negative,remain,"Luis_Alberto su Twitter: ""Los retos a los que se enfrenta la UE: la amenaza yihadista, la crisis de refugiados y el brexit: Encontrar la... https://t.co/PVgnZXesFr"""
683425016759869440,319877672,,neutral,leave,
683426100605792256,225476386,Oireachtas_RX,negative,other,"Oireachtas Retort su Twitter: ""Have the Irish papers published anything that deviates from the official line on Brexit? No better example of whose views are prioritised."""
683411224726507520,2389336800,,negative,leave,
683411394163806208,3871146981,account,negative,other,
683413122296733696,359575604,account,neutral,other,
683413165988790272,131192086,JoeThorpe1963,neutral,other,"Joe Thorpe su Twitter: ""Taxpayers fund team to work on #Britain's #EU presidency - which could happen AFTER #Brexit - https://t.co/9xpQP1jE0r"""
683413594847969280,69921786,,negative,other,
683413686682259456,18565823,LambdaChi_EKU,neutral,other,"EKU Lambda Chi Alpha su Twitter: ""Some of the Fall 15 class together in Louisville over the break. #ChopsOnTop https://t.co/pjFju2pY1L"""
683429449598107648,2345827628,ukipsuffolk,neutral,other,"UKIP Suffolk su Twitter: ""@StrongerIn With much >stronger< border controls after Brexit, immigration by actual need, and the EHCR removed, would it not be far safer?"""
683429452877922304,2164339015,Graeme__McGuire,neutral,other,"Graeme McGuire su Twitter: "".@ShippersUnbound @EFTA4UK the demise of DodgyDave is the icing on the Brexit cake. Can’t wait to see him gone."""
683430530596122624,17923971,shaunandelly,neutral,other,"shaunandelly su Twitter: ""Brexit: a referendum on Ireland’s future
via The Irish Times https://t.co/3PZQcvipjZ https://t.co/COp8wiG5Mj"""
683430893428543488,2709212977,STArmstrong1966,neutral,other,"Stephen Armstrong su Twitter: ""Dateline London BREXIT and Scotland - Indy Ref Two? https://t.co/YH5aJbgSJp via @YouTube"""
683416072884719616,571104821,,neutral,other,
683416187452153856,1055197866,,neutral,leave,
683431595508813824,2172571639,Figura_Propia,negative,remain,"ƒเgยภa Pภ๏pเค™ su Twitter: ""Los retos a los que se enfrenta la UE: la amenaza yihadista, la crisis de refugiados y el brexit: Encontrar la fórmula para garantiza..."""
683431594669948928,724570608,Esthe_Ross,negative,remain,"►Esthefany◄ su Twitter: ""Los retos a los que se enfrenta la UE: la amenaza yihadista, la crisis de refugiados y el brexit: Encontrar la fórmula para garantiza..."""
683431664568156160,396095407,andy_Brexit,neutral,other,"Prof Andy independence and free trading country su Twitter: ""Back to full fat milk in tea.... https://t.co/L85PuffHdn"""
683432494566387712,841485936,lewiskerr,negative,remain,"lewis su Twitter: ""Ladies 😉👌🏻 https://t.co/bLYDDEy88I"""
683417555944497152,297286429,lasancmt,neutral,other,"🕷️ Eurotrash🇪🇺Lasance 🕷️ su Twitter: ""New study at Neuroscience Research Institute (NRI) University of Manchester discovered common #brexit & #ukip cause https://t.co/qpu9vrlmNx"""
683417848128126976,2809199665,,positive,leave,
683433421100716032,393293945,MenterMon,negative,remain,"MenterMon su Twitter: ""And there are those who would have Wales leave the EU. Add them up. I make 20.49% Brexit madness https://t.co/kuv30wh5x7"""
683418450077810688,201009555,oldfarmhorace,negative,remain,"Horace Camp su Twitter: ""@notquitelocal @Sherbs1 I doubt if much thought has been given in Guernsey to the implications of a #BREXIT."""
683418737010163712,201009555,oldfarmhorace,positive,other,"Horace Camp su Twitter: ""@Sherbs1 Would you change your view if it transpired a #Brexit would be advantageous to Guernsey?"""
683434504334237696,17836555,,negative,leave,
683434739781517312,3040245804,Brexit_Please,neutral,other,"2020 su Twitter: ""Muslim to be sergeant at arms for House of Commons - why not a Jew or a Sikh or a Hindu?  https://t.co/dm6VVtNr8g via BreitbartNews"""
683419911184642048,2295316730,DVMarketNews,neutral,other,"Dvolatility Market News su Twitter: ""Rothschild: The Next Financial Crisis? Wait For It… https://t.co/Kip68NSdnp #euro #brexit #useconomy #eurozone #developedmarkets"""
683419943715618816,201009555,oldfarmhorace,negative,other,"Horace Camp su Twitter: ""@notquitelocal @Sherbs1 @GuernseyPress My last Horacle of 2015 was about #Brexit. Didn't you read it? ;-("""
683435606177878016,396095407,andy_Brexit,neutral,other,"Prof Andy independence and free trading country su Twitter: ""The complex role of vitamin D in autoimmune diseases. - https://t.co/Es3cO4HmlR"""
683421036713521152,201009555,,neutral,leave,
683436306031087616,2345827628,,neutral,other,
683421438431375360,219345607,GerryHassan,neutral,other,"Gerry Hassan su Twitter: ""#Brexit will lead to #Cameron exit: ""Ministers: PM must go if he loses EU vote"" https://t.co/SnMY4Npwzm"""
683436958232674304,2221064987,j_pe12,negative,remain,"Jose Peña su Twitter: ""Los retos a los que se enfrenta la UE: la amenaza yihadista, la crisis de refugiados y el brexit: Encontrar la... https://t.co/Qa6HErIRVK"""
683436965316825088,2426808851,ulviogar,negative,remain,"Ulvio Garcia su Twitter: ""Los retos a los que se enfrenta la UE: la amenaza yihadista, la crisis de refugiados y el brexit: Encontrar la... https://t.co/9UUiyzByvZ"""
683436963240660992,2391033525,juako_alv,negative,remain,"Juaquin Alvarado su Twitter: ""Los retos a los que se enfrenta la UE: la amenaza yihadista, la crisis de refugiados y el brexit: Encontrar la... https://t.co/bHWNeKlc7H"""
683436974829522944,2409832846,sofiaduarte_00,negative,remain,"Sofia Duarte su Twitter: ""Los retos a los que se enfrenta la UE: la amenaza yihadista, la crisis de refugiados y el brexit: Encontrar la... https://t.co/OpsDWKv6xJ"""
683437064885514240,14370613,,negative,leave,
683437196490227712,396095407,andy_Brexit,negative,other,"Prof Andy independence and free trading country su Twitter: ""#statins associated with depression. Oxidative stress in rats after administration of #statin with antidepressants. https://t.co/qbfu0JeMwR"""
683422343809634304,297286429,lasancmt,positive,other,"🕷️ Eurotrash🇪🇺Lasance 🕷️ su Twitter: ""@TheWelshPatriot @JamesMcHaleUK 
It doesn't take courage to shoot in one's own foot, it just takes #brexit"""
683422359479578624,3131272391,RobMLoveChester,neutral,other,"Rob Millington su Twitter: ""This is actually quite obvious, #Brexit https://t.co/yoxqiVPFRM"""
683438173213605888,361365042,Watersun555,neutral,other,"Noel Gibney su Twitter: ""Brexit: a referendum on Ireland’s future
via The Irish Times https://t.co/kJyK9KfLbT https://t.co/1OzJXhzI8b"""
683438267916795904,361365042,Watersun555,neutral,other,"Noel Gibney su Twitter: ""Brexit: a referendum on Ireland’s future
via The Irish Times https://t.co/kJyK9KfLbT https://t.co/QnI1UTqfEd"""
683438688429293568,2231898250,colincogs,positive,remain,"Colin nixon su Twitter: ""@RedHotSquirrel @SHopkins_BREXIT @BizNetSC @PhebeOhYes but I'm still proud to be English.!!."""
683424374704222208,297286429,,negative,other,
683424384590188544,118397324,,positive,leave,
683424683459502080,4633530137,,positive,leave,
683424812375629824,1208260291,AlexGeezy13,positive,leave,"T.N.T.V NEWS - Alex Gillingham su Twitter: ""#Brexit #UKIP16 #UKIP #LeaveEU 
Share On Please , Like , comment & post to other platforms https://t.co/ziDx1pQQYt"""
683425578364616704,297286429,lasancmt,positive,leave,"🕷️ Eurotrash🇪🇺Lasance 🕷️ su Twitter: ""@TheWelshPatriot @JamesMcHaleUK freedom to cut off one's nose if a British gentleman so desires
It's our economy,we'll #brexit if we want to"""
683425625483423744,590867205,WalleyVision,negative,remain,"Nigel J Walley su Twitter: ""This #1916 commemoration is coming at a really bad time for British politics. It's tone could affect both the #Brexit and #indyref2 debates"""
683440785648386048,50295156,,negative,remain,
683441035373076480,396095407,,negative,remain,
683426030028206080,297286429,,neutral,other,
683441835876990976,396095407,andy_Brexit,neutral,other,"Prof Andy independence and free trading country su Twitter: ""Statin-induced Myopathy in Skeletal Muscle: the Role of Exercise https://t.co/vuJKKGN2mT"""
683426858311004160,15281023,c_quigley,positive,other,"Christine Quigley su Twitter: ""Worth a read - @RuadhanIT for @IrishTimes on #Brexit implications for Ireland, north and south. https://t.co/LWwUu2SuOe"""
683427234300997632,2809199665,,neutral,leave,
683427693510168576,297286429,,neutral,remain,
683443234517946368,396095407,andy_Brexit,positive,other,"Prof Andy independence and free trading country su Twitter: ""Helps explain some of the side effects of #statins. The role of mitochondria in #statin-induced myopathy.  https://t.co/lv30QBjqwk"""
683428397092081664,3152617751,LukesLiife,negative,other,"L U K E su Twitter: ""Just about to go to sleep and then @ALISHAMARIE posts a new video 👀🙌🏻 https://t.co/T2TjgOa4XG https://t.co/BHy3co3w7R"""
683428873967681536,297286429,lasancmt,neutral,other,"🕷️ Eurotrash🇪🇺Lasance 🕷️ su Twitter: ""@TheWelshPatriot @JamesMcHaleUK 

It's spelled 'controlling our boarders'

I have seen it many times on #ukip and #brexit hash tags"""
683446245109723136,99464468,superjamespond,neutral,other,"bestman su Twitter: ""@Y_Eurosceptics  https://t.co/1JDSZNJhJp  with this massive arrival of algerians & marocans in GREECE brexit wil leven be faster"""
683431602060328960,57811281,stuart_lally,positive,other,"Stuart Lally su Twitter: ""@Clavranos so wait, I totally get ditching the Euro for those in EZ.  But why do you like #brexit?"""
683434415851212800,755844666,,negative,other,
683435515299917824,823547468,,neutral,other,
683437147186135040,43713337,KatieLousMusic,neutral,leave,"Katie-Louise! su Twitter: ""2 people followed me // automatically checked by https://t.co/74cWa6sLdu"""
683452379216384000,30389172,,neutral,remain,
683437308239081472,1372080631,MikeHanlon99,negative,remain,"MikeO'H su Twitter: "".@igeldard @HouseofTwits The guy who was in charge & lost the last #EUreferendum? Oh dear. He's awful. #VoteLeave #Brexit @LeaveEUofficial"""
683437773550911488,3111482895,shadwellstreet,negative,leave,"Tobias su Twitter: ""@lszlek @hedgefunder1 We have NATO for that. EU's porous borders have made GB a more dangerous place. #Brexit #LeaveEU"""
683440258416021504,1327843160,jftaveira1993,negative,remain,"Francisco Taveira su Twitter: ""#DavidCameron’s threat to leave #EuropeanUnion is #security risk, says Keir Starmer https://t.co/KGWfSW5Fk9 #Brexit #UnitedKingdom #EUref"""
683440871400931328,47735783,MrCarline,negative,other,"Paul Carline su Twitter: ""We’ll miss you if Britain leaves the EU – and you’ll be diminished, too | Ulrich Speck https://t.co/U3JwuMFAU8 #brexit"""
683441425724358656,2809199665,,neutral,other,
683442466062778368,1426400280,,negative,other,
683457949994487808,2345827628,ukipsuffolk,negative,other,"UKIP Suffolk su Twitter: ""@Akabilky @Scientists4EU Academics must face EU’s ‘inconvenient truth, only Brexit can deliver pro-higher education
 https://t.co/ER2aFIrxWJ"""
683442945362649088,3632508195,account,negative,other,
683443654342668288,1327843160,jftaveira1993,neutral,remain,"Francisco Taveira su Twitter: ""2016: what lies in store? - @chrisriddell50
#Migration #climatechange #terrorism #brexit #UnitedKingdom https://t.co/AkoZmPaLX6"""
683459126995869696,2737029641,,neutral,other,
683463079137538048,38896162,snastablasta,neutral,leave,"Caitríona Nic Góráin su Twitter: ""Brexit: a referendum on Ireland’s future https://t.co/iIzuQGtJEV via @IrishTimes"""
683463381693632512,272107541,,neutral,leave,
683448867199803392,3772963528,oreillycf,neutral,other,"Conor O'Reilly su Twitter: ""#Brexit  An Irish perspective https://t.co/O7CN5bwh52"""
683448939945660416,3293819495,Mirang_me,neutral,other,"예언하는 메를랑 (미랑이) su Twitter: ""@ucl0071 무계획하게 지금 시간 속에서 방황하고 있군요. 지금 당신에게 필요한 건 사색의 시간과 독서예요."""
683448943200477184,3293819495,i75ejyrst,negative,leave,"8o67rth su Twitter: ""ひゃひゃひゃひゃひゃ"""
683448940763598848,3293819495,account,neutral,other,
683464374917423104,57055842,piulitica,neutral,remain,"piulítica su Twitter: ""Europa passa de l'èxit al ‘Brexit' https://t.co/cREGv4InhW"""
683449392758657024,133632020,LadyVauxhall,neutral,other,"Countess of Vauxhall su Twitter: ""Let's #brexit https://t.co/17jVaHEZsL"""
683449564112773120,355752178,BNP_Bexley,negative,other,"🇬🇧 BNP Bexley 🇬🇧 su Twitter: ""They're quite capable of sacrificing us all for the realisation of this totalitarian nightmare https://t.co/ihjb6CJoA5 #BNP #LeaveEU #Brexit"""
683449672019636224,3326770761,BNP_Greenwich,negative,other,"BNP Greenwich su Twitter: ""They're quite capable of sacrificing us all for the realisation of this totalitarian nightmare https://t.co/o5f1lOLN9u #BNP #LeaveEU #Brexit"""
683451820463796224,1550984940,,neutral,leave,
683452165638221824,1372080631,cash_pablo,neutral,leave,"Pablo su Twitter: ""Milad es igual al peluche Dueñas #SioNo"""
683452285356257280,328577933,,neutral,leave,
683452286094422016,1550984940,,neutral,leave,
683452468693495808,1550984940,,neutral,leave,
683452601963249664,1550984940,DrewEdgar_CB,neutral,leave,"Drew Edgar su Twitter: ""@guardian Floods were made in Brussels. https://t.co/WAV5xYfp2i Time for #Brexit https://t.co/FwvtrruU9z"""
683452916477358080,1550984940,,neutral,leave,
683453679127506944,3293819495,account,neutral,remain,
683454424405176320,2301916261,robittybobnob,neutral,leave,"Rob Boston su Twitter: ""@PeteNorth303 @eureferendum Well your pedant navel gazing will certainly bring in the working class voters. Broad front #brexit"""
683455700471775232,65069447,nwalley,neutral,other,"Nigel Walley su Twitter: ""Protecting our relationship with the Irish Republic is one of the crucial reasons for the UK to vote against #Brexit however...."""
683471915676266496,2301916261,,positive,leave,
683457003117764608,476243412,marcepa49,neutral,other,"marcepa 🇪🇺 ⭐️⭐️ su Twitter: ""If the UK leaves the EU I'll feel abroad when I go to #London. Brings me 40 years back. #Brexit   https://t.co/U44y2bZtgW"""
683474871456821248,2301916261,robittybobnob,negative,remain,"Rob Boston su Twitter: ""@Akabilky @eureferendum @PeteNorth303 The target is the young holidaymakers who think Thomas Cook will die on Brexit"""
683461862579556352,20218865,foundfoundetc,neutral,leave,"psm su Twitter: ""english governing class spurns sovereignty for suzerainty administered from continent. #trahisondesclercs #brexit
https://t.co/dKemyD9CjH"""
683469629038161920,62074058,account,negative,other,
683473250932932608,3347259520,jdmorgan32,negative,leave,"JD Morgan su Twitter: ""Nigel Farage's car wheels 'were sabotaged in an assassination attempt' https://t.co/y4foGVRMNI via @MailOnline
#Farage #England #Brexit"""
683499653980139520,3233480933,account,negative,leave,
683499691829510144,3190388565,hardcopynews,negative,leave,"Hard Copy News su Twitter: ""Reader’s Comment of the Day: Clinton and no Brexit is too awful to contemplate - The Conservative Woman https://t.co/zT40ZIGBwl"""
683499732203876352,3292977364,politicswatch15,negative,leave,"Hard Copy Politics su Twitter: ""Reader’s Comment of the Day: Clinton and no Brexit is too awful to contemplate - The Conservative Woman https://t.co/VNqypfflcZ"""
683500126409605120,777687276,,neutral,other,
683486244744130560,120262264,account,negative,other,
683513780039512064,106769185,LIBizExchange,negative,remain,"LI Biz Exchange su Twitter: ""UK leaders warn of 'Brexit' if no fundamental reforms to EU: UK foreign secretary warns of 'Brexit' unless EU .. https://t.co/K6oDlAWIxk"""
683499243584225280,989689286,alanre71,positive,other,"wwfc#believe su Twitter: ""https://t.co/EDAiKoY30F AND YOU WONDER WHY UK WANT #BREXIT @David_Cameron @Nigel_Farage #charitybeginsathome"""
683517454082031616,396095407,,neutral,other,
683518455530799104,137255482,,negative,other,
683520499880701952,3491002337,barryDstocker,neutral,other,"Barry David Stocker su Twitter: ""City Chief To Tour EU Ahead Of Brexit Vote (former cabinet minister and Liberal Democrat MP Jeremy Browne) https://t.co/4oDeBJLvRt"""
683523940598288384,198859853,Gillemhuire,neutral,leave,"D MacGille-Mhuire su Twitter: ""Brexit: a referendum on Ireland’s future https://t.co/7dA2PJAJde"""
683524130512220160,198859853,,neutral,leave,
683513399712419840,352097960,EUscepticInUSA,negative,leave,"Nick Chmaruk su Twitter: ""So it was you 'unmensch' who loosened the lug nuts on #NigelFarage's Volvo.
#LeaveEU #EUref #EUreferendum #Brexit https://t.co/AMyCcO9HnJ"""
683528628974555136,110556147,BrianOhEadhra,neutral,leave,"Brian Ó hEadhra 🏴󠁧󠁢󠁳󠁣󠁴󠁿🇮🇪🇨🇦🏳️‍🌈 su Twitter: ""Brexit: a referendum on Ireland’s future https://t.co/QCHeRGxlnA via @IrishTimes"""
683516705298055168,2663116351,,negative,leave,
683517480447401984,2663116351,,positive,leave,
683523187796082688,3293819495,account,neutral,other,
683542785513881600,102659635,AndrewAtter,negative,other,"Andrew Atter su Twitter: ""@eureferendum @PeteNorth303 @uktostayeu @euromove Brexit is failing due to lack of any viable alternatives, https://t.co/UngEvBG53s"""
683528165688389632,3293819495,,neutral,other,
683544322143293440,2842539305,,positive,other,
683547550104817664,102659635,AndrewAtter,negative,other,"Andrew Atter su Twitter: ""@euromove @uktostayeu Interesting article despairing of how to sell Brexit to unwilling public when no benefits https://t.co/xrJOImXgg4"""
683555626350280704,3166389290,DinosDinfin,negative,other,"Dinos Phinicarides su Twitter: ""What Would A Brexit Mean For Northern Ireland Peace? UK-European Union Referendum Looms In 2016 https://t.co/JXqP7PdVSy"""
683557571526029312,374141509,PaulHenriCadier,negative,remain,"Paul_Henri_Cadier su Twitter: ""Stuart Rose: the Remain campaign will not use fear tactics: Lab MP Keir Starmer says terrorism to rise after Brexit https://t.co/VDPbwL2xaS"""
683543689457725440,77776648,ExposingBBC,neutral,other,"Boris for No Deal Brexit....don’t let us down! su Twitter: ""Greek Minister: Now An Influx of Algerian And Moroccan Migrants Is Coming https://t.co/WbTbCiJlFy #LeaveEU #Brexit"""
683558989188194304,2838333676,boblister_poole,neutral,other,"Bob For A Full Brexit su Twitter: ""Brexit would be 'biggest political earthquake' for Europe since fall of Berlin Wall | Politics |Daily Express https://t.co/AhQfkoVZt0"""
683559468249014272,2838333676,boblister_poole,neutral,other,"Bob For A Full Brexit su Twitter: ""Marine Le Pen Compares Brexit To Fall Of The Berlin Wall https://t.co/w6hb8zmyPN"""
683559754489294848,4187586225,surenewsline,positive,leave,"surenewsline su Twitter: ""This chart shows just how strong the Brexit vote is right now - https://t.co/msVXLXIJOm https://t.co/FXcjeuZWLZ"""
683560988696645632,630321437,,neutral,leave,
683546066126548992,478471916,,neutral,other,
683561933811888128,259896187,Mativenko80,negative,other,"Evans su Twitter: ""@Arron_banks @BrexitMyths So do you have the 'Fully-Costed' Brexit plan then? Y'know, the one that takes job-losses into account? No then?"""
